user_id,item_id,rating,category
92,3947,3.9,Crime
96,2301,4.65,Comedy
96,7593,4.6,Drama
96,9173,4.5,Comedy
96,5475,4.35,Comedy
96,498,4.35,Children
96,7268,4.25,Comedy
96,1449,4.2,Horror
96,9305,4.1,Comedy
96,6253,3.8,Comedy
103,7905,4.6,Action
103,3723,4.5,Drama
103,163,4.15,Drama
103,2118,3.9,Documentary
103,2258,3.85,Horror
130,4381,4.55,Drama
130,2426,4.5,Comedy
130,9048,4.45,Comedy
130,7426,4.2,Comedy
130,4375,4.15,Comedy
130,8382,4.05,Animation
130,6040,3.75,Horror
136,9161,4.65,Drama
146,4955,4.65,Action
146,9253,4.55,Comedy
146,3939,4.4,Animation
146,5124,4.2,Comedy
146,2033,4.1,Thriller
146,753,4.0,Drama
152,1419,4.4,Drama
152,7082,4.2,Drama
152,3362,4.15,Action
152,8097,3.95,Action
152,923,3.8,Crime
184,3762,4.55,Action
184,8246,4.15,Drama
184,8803,4.06,Crime
184,6576,3.81,Drama
225,4078,4.7,Drama
225,6730,4.7,Adventure
225,2202,4.65,Comedy
225,9683,4.45,Action
225,2884,4.35,Thriller
225,612,4.35,Drama
225,3753,4.3,Drama
225,7173,4.2,Animation
225,3274,4.0,Drama
228,4362,4.4,Action
228,3359,4.25,Comedy
228,4609,4.2,Comedy
228,35,4.0,Children
228,171,3.85,Drama
228,1629,3.8,Comedy
231,9350,4.71,Comedy
231,6876,4.6,Drama
231,7925,4.44,Action
231,7955,4.29,Drama
231,5542,4.14,Comedy
231,684,4.1,Comedy
231,4018,4.0,Action
231,3201,3.96,Drama
232,9670,4.9,No_Listed
232,1674,4.45,Comedy
232,8148,4.42,Comedy
232,406,4.38,Comedy
232,3289,3.93,Action
236,5126,4.3,Comedy
236,7040,4.15,Adventure
236,7555,4.0,Action
287,6389,4.7,Drama
287,3504,4.7,Drama
287,6175,4.65,Horror
287,468,4.4,Drama
287,8343,4.3,Animation
287,870,4.2,Drama
287,6406,4.2,Animation
287,8639,4.15,Adventure
301,7998,4.7,Drama
301,5016,4.45,Drama
301,7640,4.3,Adventure
301,4582,4.25,Comedy
301,7363,4.15,Documentary
301,3782,3.7,Comedy
329,5161,4.8,Adventure
329,8870,4.6,Action
329,7400,4.55,Action
329,2400,4.3,Documentary
329,2008,4.25,Comedy
329,3478,4.05,Horror
329,7612,4.05,Drama
329,4833,4.0,Comedy
329,4155,3.8,Horror
329,6006,3.6,Animation
386,3863,4.6,Comedy
386,1223,4.3,Horror
386,1542,4.3,Drama
386,9618,4.25,Action
386,388,4.25,Comedy
386,6464,4.2,Drama
386,675,3.85,Drama
392,8754,4.45,Comedy
392,6996,4.35,Action
392,5784,4.35,Drama
392,8816,4.25,Comedy
392,9159,4.25,Comedy
392,5094,4.2,Crime
392,3047,4.15,Comedy
392,5891,4.1,Animation
392,881,3.75,Comedy
392,4357,3.75,Comedy
393,8671,4.9,Comedy
393,6973,4.45,Documentary
393,3168,3.85,Action
400,2774,4.8,Drama
400,4157,4.8,Drama
400,5934,4.5,Comedy
400,2875,4.45,Horror
400,8856,4.2,Action
400,889,3.8,Drama
413,5070,4.6,Fantasy
413,6832,4.35,Comedy
413,2741,4.3,Drama
413,1358,4.3,Adventure
413,9384,4.3,Comedy
413,9566,4.05,Adventure
413,1089,4.0,Drama
413,2616,3.95,Comedy
413,563,3.95,Drama
413,5644,3.85,Comedy
414,7071,4.7,Action
414,970,4.55,Adventure
414,3588,4.4,Drama
414,2149,4.35,Comedy
414,112,4.3,Comedy
414,5945,4.3,Children
414,3637,4.15,Comedy
420,1559,4.51,Children
420,6559,4.3,Action
420,9212,4.24,Horror
420,5240,4.24,Documentary
420,1529,4.2,Comedy
420,1906,4.06,Action
444,4501,4.5,Comedy
444,7986,4.35,Action
444,6398,4.29,Drama
444,3560,4.05,Drama
444,5639,3.95,Comedy
444,2547,3.94,Drama
444,273,3.89,Animation
444,4840,3.75,Drama
446,9371,4.7,Comedy
446,3761,4.6,Action
446,2215,4.45,Drama
446,4720,4.45,Drama
446,9608,4.3,Comedy
446,81,4.3,Action
446,7215,4.1,Action
446,4481,4.1,Action
446,6498,4.1,Crime
446,3268,3.85,Drama
453,1122,4.85,Comedy
453,7059,4.34,Adventure
453,8236,4.24,Comedy
453,5750,4.18,Animation
453,1173,3.7,Drama
455,2401,4.6,Drama
455,2033,4.05,Thriller
455,7627,4.05,Comedy
455,6879,3.95,Action
456,2720,4.75,Drama
456,9707,4.58,Action
456,2464,4.48,Comedy
456,8957,4.34,Action
456,1411,4.32,Adventure
456,8199,4.29,Action
456,640,4.28,Comedy
456,9501,4.28,Action
463,5355,4.4,Drama
468,9638,4.85,Comedy
468,2720,4.6,Drama
468,7938,4.39,Comedy
468,4246,4.35,Comedy
468,5709,4.19,Documentary
468,9464,4.06,Action
468,1637,3.75,Drama
536,7718,4.5,Action
536,3488,4.3,Crime
536,3226,4.25,Action
539,7616,4.55,Drama
539,4528,4.3,Action
539,9289,3.9,Sci_Fi
539,1317,3.55,Crime
540,1127,4.55,Action
540,1415,4.45,Drama
540,3507,4.35,Horror
540,6411,4.05,Animation
540,4578,3.95,Children
540,990,3.85,Drama
541,1559,4.5,Children
541,6559,4.3,Action
541,9212,4.25,Horror
541,5240,4.25,Documentary
541,1529,4.2,Comedy
541,1906,4.05,Action
543,5709,4.7,Documentary
543,6419,4.6,Comedy
543,1826,4.4,Crime
543,2643,4.25,Comedy
543,8546,3.95,Crime
544,2741,4.5,Drama
544,1358,4.1,Adventure
544,7187,4.05,Drama
544,6658,3.95,Comedy
544,4673,3.9,Drama
544,278,3.85,Crime
546,5884,4.6,Action
546,2957,4.54,Animation
546,7179,4.5,Comedy
546,9500,4.35,Action
547,5864,4.52,Drama
547,345,4.42,Action
547,3309,4.41,Comedy
547,7409,4.4,Comedy
547,3588,4.19,Drama
547,3831,4.18,Comedy
550,9638,4.9,Comedy
550,4052,4.7,Comedy
550,6482,4.5,Comedy
550,2266,4.3,Drama
550,2948,4.2,Drama
550,9150,4.05,Adventure
551,5775,4.55,Action
551,5627,4.55,Drama
551,7455,4.3,Adventure
551,2678,4.3,Action
551,1103,3.75,Action
555,4301,4.6,Comedy
555,32,4.2,Mystery
555,890,4.2,Drama
555,5222,4.2,Adventure
555,460,4.15,Drama
555,4510,4.05,Drama
555,2088,3.8,Comedy
557,7785,4.65,Documentary
557,5564,4.29,Comedy
557,2546,4.06,Action
558,6202,4.35,Crime
558,5149,4.25,Comedy
558,6137,4.2,Horror
558,4636,4.1,Drama
558,6086,3.9,Comedy
560,6738,4.5,Children
560,4049,4.25,Comedy
560,184,4.2,Drama
560,2879,4.2,Horror
560,1030,3.8,Horror
561,5763,4.4,Comedy
561,7979,4.1,Animation
562,1454,4.65,Horror
562,1569,4.25,Drama
562,6730,4.25,Adventure
562,3661,4.2,Drama
562,9180,4.2,Drama
562,8497,4.05,Comedy
562,7747,4.0,Comedy
562,4373,3.7,Comedy
565,7722,4.35,Comedy
565,5540,4.15,Action
565,4037,4.0,Action
565,5553,3.9,Drama
567,1821,4.75,Drama
567,5562,4.5,Comedy
567,8025,4.3,Drama
567,5472,4.15,Action
567,3051,4.05,Action
567,2302,4.0,Comedy
567,4788,4.0,Action
568,3346,4.43,Action
568,6097,4.32,Drama
568,481,4.21,Action
568,4167,4.12,Action
568,6368,3.74,Drama
568,7701,3.69,Action
568,6194,3.59,Crime
569,6086,4.45,Comedy
569,1771,4.3,Adventure
569,4291,4.29,Comedy
569,7059,4.15,Adventure
569,1302,4.1,Drama
569,2323,4.1,Comedy
569,6062,4.0,Adventure
570,8856,4.9,Action
570,7497,4.8,Adventure
570,3475,4.45,Comedy
570,4274,4.1,Comedy
570,1071,4.1,Comedy
570,9591,4.05,Animation
573,5050,4.7,Action
573,7458,4.3,Drama
573,2300,4.25,Comedy
573,9519,4.15,No_Listed
573,3883,4.1,Comedy
573,5525,4.0,Action
576,8219,4.8,Horror
576,6653,4.4,Comedy
576,4486,4.35,Comedy
576,4118,4.15,Comedy
576,3841,4.15,Adventure
576,4850,4.1,Action
576,314,4.1,Children
576,7214,4.05,Comedy
576,531,3.9,Comedy
576,5389,3.85,Drama
577,9638,5.0,Comedy
577,2164,4.65,Action
577,8484,4.55,Comedy
577,9237,4.45,Comedy
577,1062,4.2,Action
580,4495,4.95,Comedy
580,7174,4.05,Crime
581,3705,4.35,Adventure
581,8746,4.35,Drama
581,208,4.3,Children
581,537,4.15,Comedy
581,4601,4.15,Drama
581,8483,4.1,Drama
581,6107,4.1,Action
581,5240,4.0,Documentary
581,6349,3.85,Comedy
581,8543,3.7,Drama
582,3459,4.76,Action
582,8031,4.47,Comedy
582,537,4.36,Comedy
582,4768,4.33,Comedy
582,8863,4.27,Drama
582,1022,4.06,Horror
584,6940,4.75,Documentary
584,5297,4.5,Crime
584,7974,4.2,Comedy
584,1107,4.2,Comedy
584,6681,3.85,Action
585,5696,4.9,Mystery
585,5430,4.8,Drama
585,5283,4.5,Drama
585,7843,4.25,Action
585,7784,4.25,Action
585,191,3.95,Comedy
585,886,3.7,Comedy
586,2871,4.5,Horror
586,6732,4.25,Action
586,3806,3.9,Comedy
587,7024,4.45,Documentary
587,967,4.45,Crime
587,7346,4.4,Comedy
587,8768,4.25,Drama
587,8856,4.15,Action
587,7983,4.1,Action
587,5325,3.7,Drama
588,921,4.85,Crime
588,1953,4.6,Comedy
588,5302,4.4,Drama
588,5930,4.35,Comedy
588,5227,4.3,Drama
588,4445,4.2,Comedy
588,5344,3.75,Action
589,3062,4.8,Fantasy
589,1972,4.0,Action
589,5118,3.7,Drama
589,82,3.7,Drama
590,598,4.8,Horror
590,406,4.7,Comedy
590,7554,4.6,Action
590,5071,4.55,Drama
590,4285,4.45,Comedy
590,1758,4.35,Adventure
590,1313,4.35,Comedy
590,4213,4.3,Comedy
592,2286,4.39,Action
592,8226,4.2,Action
592,169,4.15,Drama
592,2015,3.85,Action
593,945,4.65,Crime
593,8064,4.4,Action
593,6410,4.1,Comedy
593,7729,4.1,Drama
593,1041,3.75,Crime
593,320,3.65,Comedy
594,1917,4.85,Drama
594,5778,4.6,Children
594,8846,4.42,Action
594,2344,4.38,Drama
594,2214,4.26,Musical
594,2260,4.25,Comedy
594,3732,4.25,Action
594,8461,3.9,Comedy
595,3761,4.4,Action
595,2373,3.95,Crime
596,5784,4.9,Drama
596,3246,4.41,Action
596,5455,4.39,Horror
596,5652,4.31,Horror
596,2059,4.26,Action
596,3534,3.86,Comedy
597,1543,4.45,Adventure
597,6204,4.35,Drama
597,2299,4.3,Comedy
597,8558,4.3,Drama
597,3624,4.25,Comedy
597,2638,4.25,Drama
597,9637,4.15,Action
597,1236,3.9,Horror
598,1949,4.7,Action
598,7417,4.5,Comedy
598,8556,4.4,Drama
598,7963,4.2,Children
598,809,4.15,Comedy
598,476,4.1,Comedy
598,6583,3.85,Drama
598,8351,3.8,Drama
598,7945,3.8,Drama
598,2267,3.7,Documentary
599,2069,4.75,Comedy
599,4289,4.65,Comedy
599,8021,4.5,Drama
599,5537,3.95,Fantasy
599,8824,3.9,Action
599,4438,3.65,Drama
600,5646,4.55,Horror
600,1419,4.2,Drama
600,6996,4.1,Action
600,3823,3.85,Adventure
601,6088,4.75,Action
601,6973,4.6,Documentary
601,4131,4.1,Comedy
601,6571,3.9,Action
602,3147,4.55,Comedy
602,3759,4.5,Comedy
602,805,4.45,Crime
602,4778,4.45,Drama
602,5324,4.3,Drama
602,8464,4.15,Comedy
602,7233,3.7,Comedy
603,1040,4.7,Crime
603,6736,4.55,Action
603,9182,4.5,Comedy
603,2118,4.4,Documentary
603,116,4.0,Drama
604,3717,4.35,Comedy
604,5026,4.15,Comedy
604,1103,3.65,Action
605,8800,4.9,Adventure
605,5778,4.55,Children
605,1227,4.45,Crime
605,2641,4.4,Drama
605,7605,4.25,Comedy
605,3389,4.2,Crime
605,2970,3.95,Drama
606,3504,4.7,Drama
606,6389,4.7,Drama
606,6175,4.65,Horror
606,468,4.4,Drama
606,8343,4.3,Animation
606,6406,4.2,Animation
606,870,4.2,Drama
606,8639,4.15,Adventure
607,5443,4.8,Crime
607,7940,4.65,Comedy
607,3693,4.5,Children
607,2746,4.45,Crime
607,5599,4.4,Comedy
607,2528,4.35,Comedy
607,8781,4.3,Comedy
607,8301,4.2,Comedy
609,9638,4.41,Comedy
609,714,4.36,Drama
609,592,4.29,Crime
609,6568,3.8,Drama
609,6535,3.8,Action
610,7658,4.55,Action
610,9645,4.2,Drama
610,8225,4.1,Comedy
610,2044,4.05,Action
610,1892,3.95,Comedy
610,5033,3.9,Comedy
610,7299,3.9,Documentary
